# index, label, _pos
6858,"ANDRADE, LCGD","array([135.31075731, -82.40405505])"
6859,"HONG, S","array([-21.69169682,  97.73296928])"
6860,"ROPKE, G","array([-101.28728289,  128.17831546])"
6861,"ARRIOLA, ER","array([-190.49799542,  140.17247716])"
6862,"ZHOU, B","array([-13.92441687,  29.27040009])"
6863,"GURSOY, U","array([-202.38591143,  116.50266417])"
6864,"BHATTACHARYA, S","array([-15.68042159, 113.71736024])"
6865,"ARUTYUNOV, G","array([ 4.58715386, 69.25822817])"
6866,"FROLOV, S","array([-1.21130933, 66.18633653])"
6867,"SAVELIEV, M","array([ 9.96335382, 44.72274072])"
6868,"PAPOYAN, VV","array([-99.52309399, 134.74695172])"
6869,"SMIRICHINSKI, VI","array([-97.81731168, 135.7134216 ])"
6870,"BEGIN, L","array([37.91349343, 87.19740243])"
6871,"CUMMINS, C","array([39.32136355, 86.92519969])"
6872,"YOSHIOKA, K","array([-22.12130665, 124.10882403])"
6873,"MUDROV, AI","array([117.9954804, 169.6313187])"
6874,"VARNASHEV, KB","array([119.76372873, 168.20811659])"
6875,"IONESEI, G","array([ 7.13985136, 86.922479  ])"
6876,"RAZAZNEJAD, B","array([ 7.96622951, 49.53025373])"
6877,"BATTISTEL, OA","array([-60.81260821, 121.66731711])"
6878,"PARK, I","array([-9.53603084, 58.09329603])"
6879,"BRIZOLA, A","array([-60.21877837, 120.03909963])"
6880,"SISSAKIAN, A","array([-137.18311876,  189.00533774])"
6881,"POLSHIN, S","array([ 53.18474145, 263.36716107])"
6882,"SCANDURRA, M","array([ 63.56919823, -65.25098276])"
6883,"YDRI, B","array([-44.64839735,  64.09262602])"
6884,"EDEN, B","array([-9.22824932, 72.15407425])"
6885,"TALALOV, SV","array([  82.78264973, -106.9976598 ])"
6886,"RUNKEL, I","array([ 9.00212786, 89.99953578])"
6887,"HE, Y","array([ 8.34446615, 83.36234738])"
6888,"PALAMARCHUK, K","array([-49.78749182,  90.66272171])"
6889,"RAUGAS, M","array([-16.68017443,  71.50684065])"
6890,"MARTELLI, D","array([ 7.2192154 , 48.36433588])"
6891,"BONNET, G","array([-61.49792222,  96.15726029])"
6892,"HOTTA, T","array([-30.13878812,  96.98928435])"
6893,"FOTOPOULOS, A","array([-16.02357699,  65.77737585])"
6894,"GUBSER, S","array([ 7.25158209, 85.1233007 ])"
6895,"WEIDIG, T","array([ -15.74774743, -108.3215278 ])"
6896,"BRUNGS, D","array([-186.50248602,   22.90293655])"
6897,"DAWID, R","array([169.55657539, 130.60002194])"
6898,"FEINERMAN, O","array([-2.64653284, 56.5799452 ])"
6899,"MOURAMELO, WA","array([34.09052242, 67.30547709])"
6900,"ALBRECHT, A","array([-49.24876098,  27.51840211])"
6901,"MAGUEIJO, J","array([-42.81789184,  35.48227772])"
6902,"EICHLER, D","array([ -38.27134  , -137.8003764])"
6903,"GUZMAN, FS","array([-73.2115026 ,  90.78110019])"
6904,"VILLEGASBRENA, H","array([-74.74720096,  89.98129462])"
6905,"AGUIRRE, AN","array([-151.82947897,  -52.16061771])"
6906,"MILLER, JH","array([-223.28591097,  115.11576334])"
6907,"ORDONEZ, C","array([-225.52575199,  115.57220342])"
6908,"PRODAN, E","array([-224.03191393,  117.28318268])"
6909,"ALTLAND, A","array([208.41042044,   9.24211186])"
6910,"SIMONS, BD","array([207.44517023,   7.2112203 ])"
6911,"LASSIG, M","array([  89.18505278, -110.18014607])"
6912,"LAL, S","array([-70.6681397 ,  44.10177926])"
6913,"RACZ, I","array([ -99.0228889 , -106.04039591])"
6914,"GUNZIG, E","array([-191.68681516,    3.33239737])"
6915,"NARDONE, P","array([-193.6624504 ,    4.30976188])"
6916,"ROBBINS, D","array([-24.83255864,  43.45791649])"
6917,"OHTA, T","array([-26.22981778,  44.22870665])"
6918,"MARTIN, R","array([-87.60425183,  89.95524693])"
6919,"SUNEETA, V","array([-40.04664375,  59.23120863])"
6920,"CRISCUOLO, A","array([-189.10323112,   87.88454473])"
6921,"WAELBROECK, H","array([-188.25777754,   89.91954618])"
6922,"SVETITSKY, B","array([-18.88414542,  47.39144214])"
6923,"IOFFE, BL","array([145.65631378, 118.89135248])"
6924,"SCHOONDERWOERD, N","array([-200.64161289,   48.63545582])"
6925,"HUBER, S","array([ 2.57943943, 71.91419481])"
6926,"GAMBINO, P","array([34.81082116, 73.94731661])"
6927,"MADRICARDO, F","array([34.15600268, 72.72069777])"
6928,"SCHAFER, A","array([17.30548799, 56.95717909])"
6929,"MATHEWS, P","array([-104.03756181,  245.00791692])"
6930,"RAYCHAUDHURI, S","array([-105.66026345,  246.53315998])"
6931,"SRIDHAR, K","array([-103.56236218,  247.18985372])"
6932,"KIM, K","array([-12.16870856,  99.28131316])"
6933,"SALISBURY, DC","array([-8.16852653, 93.64129159])"
6934,"SHEPLEY, LC","array([-9.19518501, 94.26328674])"
6935,"ISAAC, PS","array([  1.24541003, 123.72991435])"
6936,"MAJID, S","array([-39.97418223,  68.97691029])"
6937,"OECKL, R","array([-48.41660568,  67.72402712])"
6938,"BARANOVSKY, V","array([171.87119361, 137.61644503])"
6939,"ROY, SM","array([-51.46513854,  51.45369042])"
6940,"SINGH, V","array([-58.62476028,  47.3328254 ])"
6941,"AGUILAR, MA","array([-145.5103247 ,  239.84435468])"
6942,"SOCOLOVSKY, M","array([-145.30647701,  242.04105648])"
6943,"FUSI, C","array([29.116323  , 94.13253665])"
6944,"ADER, J","array([35.16910654, 26.28541245])"
6945,"KHAVAEV, A","array([12.68149969, 74.64562658])"
6946,"HORIKOSHI, A","array([-14.65341339,  88.43135987])"
6947,"ZAVIALOV, OI","array([183.04275285, -50.1739901 ])"
6948,"MALOKOSTOV, AM","array([183.83480016, -48.03152394])"
6949,"PERADZE, G","array([-11.17857464,  79.91908534])"
6950,"DUVIRYAK, A","array([197.22248394,  -6.00901182])"
6951,"KOKORELIS, CE","array([164.42263785,  74.12232696])"
6952,"PANZA, N","array([33.00683301, 64.93512821])"
6953,"TRETYAK, V","array([199.30598277,  -4.55617207])"
6954,"TSUKANOV, VD","array([ 96.34960232, -62.17752384])"
6955,"KYLIN, RD","array([-171.18064719,  -55.50906268])"
6956,"BRYANT, RL","array([ 67.52050757, 210.32430794])"
6957,"SHARPE, ER","array([ 69.43795796, 211.60585635])"
6958,"STEFANSKI, B","array([12.94735952, 79.57921267])"
6959,"F, SCF","array([-31.44323961,  85.78503882])"
6960,"YASUDA, T","array([-27.0066889 , 103.38283686])"
6961,"WEHNER, A","array([-155.39637699,  156.35207708])"
6962,"MISRA, A","array([-70.33556007,  71.13291368])"
6963,"GAIDA, R","array([199.43557292,  -2.06526169])"
6964,"YAREMKO, Y","array([201.36760414,  -3.08424276])"
6965,"FRAMPTON, PH","array([-11.00595662,  56.39263729])"
6966,"DAPPOLONIO, G","array([-7.37558196, 56.31127948])"
6967,"RITUS, VI","array([-167.37591669,   11.94301066])"
6968,"SHPYTKO, V","array([199.18988369,  -7.09274227])"
6969,"IAGOLNITZER, D","array([56.97626823, 70.8448889 ])"
6970,"VIANO, GA","array([56.83047231, 68.78966663])"
6971,"LICCARDO, A","array([10.4360893 , 53.21853589])"
6972,"HOU, X","array([-6.48211717, 70.74530536])"
6973,"GOERLICH, L","array([-12.21121256,  66.38145537])"
6974,"OSETRIN, KE","array([-29.86938584,  95.54516254])"
6975,"MIKHAILOV, AY","array([-6.65125287, 89.50777728])"
6976,"NA, ES","array([-28.40970682,  69.13908219])"
6977,"DOBREV, VK","array([ 23.07750709, -97.04076836])"
6978,"KUIROUKIDIS, A","array([-64.04748071,  22.63716516])"
6979,"KLEIDIS, K","array([-66.39899707,  18.97906294])"
6980,"PAPADOPOULOS, DB","array([-62.91733178,  21.54438542])"
6981,"KENNEDY, C","array([-4.08274637, 99.53672552])"
6982,"MYRZAKULOV, R","array([ -54.65062938, -142.12588694])"
6983,"ZEN, FP","array([-102.10472528,  217.87276042])"
6984,"ELIM, HI","array([-101.07331029,  220.41573747])"
6985,"ZHANG, B","array([57.31712608, 74.44810533])"
6986,"PESKOV, NA","array([-80.91373701, 148.73960306])"
6987,"NETO, AM","array([22.26198941, 85.46216432])"
6988,"VIANNA, JDM","array([18.52560413, 92.30616382])"
6989,"TAKAHASHI, Y","array([17.14976674, 98.13441047])"
6990,"HALBERSMA, R","array([-9.13030585, 64.73363053])"
6991,"OHTAKE, Y","array([-69.47536161, -65.22864878])"
6992,"KHUDYAKOV, VV","array([-80.01631883, 150.79730163])"
6993,"MAMSUROV, IV","array([-78.19178493, 151.06439521])"
6994,"MITTER, PK","array([-100.88536595,  236.83982758])"
6995,"SCOPPOLA, B","array([-99.61964146, 235.03888052])"
6996,"WIESBROCK, HW","array([77.9011957, 74.5136879])"
6997,"WANG, L","array([-35.59723075,  70.71388966])"
6998,"RAMIREZ, J","array([-50.33654718,  54.51415904])"
6999,"JACOBSEN, JL","array([15.60381305, 98.33708272])"
7000,"LEWIS, M","array([18.08349734, 99.79709704])"
7001,"CACCIUTO, A","array([-50.30851779,  64.77020268])"
7002,"CARDY, J","array([42.16287303, 90.50039277])"
7003,"HOD, S","array([-186.69146517,   30.64870068])"
7004,"SCHLEICH, K","array([-53.21949284,  38.29790136])"
7005,"SHARAN, U","array([-72.50057588, 102.45264275])"
7006,"PULLIRSCH, R","array([-45.6823174,  79.8807262])"
7007,"WATSON, NJ","array([-131.04780953,  255.11571188])"
7008,"PAVLOPOULOS, P","array([-17.96603276,  65.05435508])"
7009,"RIGOLIN, S","array([-39.32204356,  96.32297234])"
7010,"DELGADO, A","array([-19.19063729,  53.87684904])"
7011,"ROBERTS, J","array([-158.93662232,  -35.949461  ])"
7012,"LLEDO, F","array([ 47.89109181, -81.6953619 ])"
7013,"KRONHEIMER, PB","array([ -43.8891727 , -118.55261232])"
7014,"MROWKA, TS","array([ -44.4041425 , -116.62038653])"
7015,"DORAN, CF","array([-157.17779433,  185.99392799])"
7016,"ANDERSEN, A","array([-69.12587349,  92.49087936])"
7017,"PEDERSEN, HJ","array([-68.82733746,  93.99085272])"
7018,"FLAMBAUM, VV","array([-132.85761048,  -94.05021066])"
7019,"ZELEVINSKY, VG","array([-130.56815821,  -93.43587394])"
7020,"TRIFONOV, D","array([  33.70901824, -122.42616709])"
7021,"NIKOLIC, H","array([ 12.9743807 , -82.28891517])"
7022,"BILODEAU, D","array([-78.1611644 , -82.08000144])"
7023,"ZEH, HD","array([146.74539999, -15.12003364])"
7024,"WOSPAKRIK, HJ","array([-104.57255578,  219.02947781])"
7025,"KOREPANOV, IG","array([ 28.14235765, 106.22423176])"
7026,"FERNANDEZ, V","array([120.46061039, 181.84764064])"
7027,"GRAHAM, CR","array([ 7.8511743 , 82.42311713])"
7028,"NOVOZHILOV, YV","array([-83.0027513 ,  91.63225602])"
7029,"MORIYAMA, S","array([-12.30792767, 106.08709076])"
7030,"KHOLODENKO, AL","array([-128.36364036,  -43.44529553])"
7031,"NAGAHIRO, H","array([20.16901332, 46.83137762])"
7032,"UCHIDA, S","array([19.17631762, 45.79376798])"
7033,"SIMOES, M","array([-27.69542701, 104.07184409])"
7034,"KALININ, DA","array([  70.44486973, -111.70062639])"
7035,"ACATRINEI, C","array([-12.03689899,  42.71812143])"
7036,"UVAROV, DV","array([-170.13513241,   17.87656574])"
7037,"ZHELTUKLHIN, AA","array([-168.51705282,   19.37281846])"
7038,"PUZIO, R","array([-37.60547352,  31.91088917])"
7039,"PHYSIK, HSRF","array([ 10.38733439, 238.66980352])"
7040,"BAKER, L","array([  3.5587057 , 165.06415324])"
7041,"GRANDI, N","array([11.40888619, 67.1316027 ])"
7042,"SINGER, M","array([ 2.32512672, 96.67582047])"
7043,"RYBAKOV, YP","array([190.68095823,  74.6052624 ])"
7044,"TARABAY, AM","array([191.84645693,  72.62474997])"
7045,"CHUGUNOV, IG","array([189.59118804,  72.64374948])"
7046,"BALEANU, D","array([-202.20355237,  -12.26412733])"
7047,"GULER, Y","array([-203.47233996,  -10.45678892])"
7048,"LAZAR, M","array([-35.94123585, 105.0888042 ])"
7049,"ROBASCHIK, D","array([-36.32822835, 106.2003739 ])"
7050,"TOMASIELLO, A","array([ 5.38199959, 60.52549031])"
7051,"DELIGNE, P","array([22.6652555 , 83.85345541])"
7052,"BORASOY, B","array([-58.22071429,  43.97840233])"
7053,"OUYANG, P","array([-61.03941259,  76.46704655])"
7054,"MOHTA, V","array([-60.77833085,  74.9892988 ])"
7055,"HOLLANDS, S","array([  8.78413085, -95.22662188])"
7056,"MUELLERPREUSSKER, M","array([  9.29254199, -93.0282068 ])"
7057,"OSTROWSKI, A","array([187.01611794,  60.30455965])"
7058,"SOLOVIEV, O","array([-44.46301999,  61.20006289])"
7059,"OLIVEIRA, ERD","array([-39.56210817,  84.02579887])"
7060,"SAITO, MH","array([30.94855275, 70.58527837])"
7061,"TAKAHASHI, A","array([31.78540741, 69.7521896 ])"
7062,"CHEW, GF","array([133.57574194, -53.95099877])"
7063,"HOLTEN, JV","array([ 3.33421656, 78.83689336])"
7064,"SASAKI, M","array([-23.33110424,  77.09792015])"
7065,"RAJU, TS","array([-69.88131993,  50.13734143])"
7066,"ALCARAZ, FC","array([-93.87379732, -96.36241615])"
7067,"XAVIER, JC","array([-95.8178555 , -97.51876493])"
7068,"RAKOS, A","array([18.82279204, 78.69676999])"
7069,"KARASIK, D","array([-84.46471914,  61.85290807])"
7070,"LEDERER, Y","array([-82.72988048,  61.6186028 ])"
7071,"VANZELLA, DAT","array([-46.57261635, 125.67512516])"
7072,"DRECHSLER, W","array([-137.81055747,  243.82062426])"
7073,"KAMENSHCHIK, A","array([-34.02109846,  39.34505268])"
7074,"GARCIA, RS","array([-27.83086986,  59.62607902])"
7075,"MORNINGSTAR, CJ","array([-133.4592097 ,  262.00468889])"
7076,"PEARDON, M","array([-132.80361519,  264.18658741])"
7077,"HSIEH, T","array([ 25.53251085, -79.65575211])"
7078,"BONINI, GF","array([-19.7706509 ,  40.33661594])"
7079,"TSUJIKAWA, S","array([-36.24145324,  82.475285  ])"
7080,"YATES, A","array([-48.35499782,  72.59126709])"
7081,"LEE, SJ","array([-19.4085579 ,  93.35680609])"
7082,"HRABAK, SP","array([191.99271577,  18.38775409])"
7083,"YE, R","array([ 39.11734929, 105.91592269])"
7084,"KOGA, Y","array([ 35.15542614, 109.89507076])"
7085,"RAZMI, H","array([-95.8313207 , -88.29979799])"
7086,"ABBASSI, AH","array([-94.03210381, -89.57936941])"
7087,"WOO, CH","array([-192.97827622,   96.7625913 ])"
7088,"KAWABE, H","array([ 67.64492075, 264.88912206])"
7089,"SCHULZ, BJ","array([23.24722568, 38.46039219])"
7090,"DASTIDAR, TKR","array([-148.70037153,  162.63688855])"
7091,"DASTIDAR, KR","array([-147.87058482,  160.57904746])"
7092,"SANTORELLI, P","array([-38.93590141,  80.83495359])"
7093,"SAVVIDY, K","array([-50.86849847, 101.70589209])"
7094,"HUERTA, M","array([-205.48479472,   42.04777472])"
7095,"KIRSCHNER, R","array([-35.93149607, 101.29475745])"
7096,"KOSYAKOV, BP","array([-132.09449091,  -74.66915383])"
7097,"FOMIN, PI","array([ 107.22671774, -111.04763816])"
7098,"KUZMENKO, TY","array([ 109.45310437, -111.50296574])"
7099,"ABEL, SA","array([-14.9865394 ,  66.42025376])"
7100,"FREITAS, AD","array([20.61668234, 65.07232545])"
7101,"SALAMO, S","array([28.49465663, 61.66376276])"
7102,"FUKUOKA, Y","array([ 49.97793366, -63.39450071])"
7103,"FENG, S","array([ -6.49888234, 141.98710316])"
7104,"WANG, Z","array([ -7.0055083 , 150.16640637])"
7105,"QIU, X","array([ -8.17911771, 148.22449892])"
7106,"YAMAGUCHI, S","array([ 21.43451934, 127.65222491])"
7107,"WANG, B","array([ -6.55583319, 122.1685833 ])"
7108,"FEDOTOV, AM","array([155.77681203, -33.18128708])"
7109,"MUR, VD","array([157.50786211, -35.86508869])"
7110,"NAROZHNY, NB","array([156.6397149 , -34.50583703])"
7111,"BELINSKII, VA","array([157.93620611, -33.59869166])"
7112,"KARNAKOV, BM","array([155.27751441, -35.32861075])"
7113,"OH, JJ","array([-18.72894581, 103.58003767])"
7114,"PARK, JH","array([-22.18490504, 106.2186584 ])"
7115,"GUBANKOVA, E","array([-55.79852874,  94.32314379])"
7116,"MENG, X","array([ -6.36216552, 133.29305933])"
7117,"MAGPANTAY, JA","array([-155.25495853,  -64.58035807])"
7118,"MUELLER, VF","array([-72.74425301,  86.11221265])"
7119,"KISKIS, J","array([-48.39221144, 102.73803195])"
7120,"MERSINI, L","array([ 34.48945386, 289.04167974])"
7121,"SHUSTER, E","array([-238.58821088,   53.49022594])"
7122,"STROHMAIER, A","array([ 8.35433469, 30.48416676])"
7123,"VESELOV, AP","array([191.98947845,  52.34399972])"
7124,"COTSAKIS, S","array([-21.04759806, 133.88272925])"
7125,"HONDA, Y","array([138.12438863, -38.95685925])"
7126,"YASUE, M","array([138.67070591, -41.16252085])"
7127,"HOOYDONK, GV","array([-34.06051451, -81.8723176 ])"
7128,"FLOREA, B","array([ 2.29866919, 87.48273346])"
7129,"MCNEES, R","array([-0.29755234, 85.05322151])"
7130,"HYAKUTAKE, Y","array([ 11.49052931, 100.24429525])"
7131,"ARAKELYAN, SA","array([-24.41239673, 126.8251499 ])"
7132,"SATO, N","array([-31.65820329,  92.72623327])"
7133,"SHIVELY, WF","array([-9.95744186, 47.11054283])"
7134,"ABDURRAHMAN, A","array([-105.54572536,  -85.18620544])"
7135,"LARA, C","array([-106.72312213,  -86.96624056])"
7136,"ACOSTA, JN","array([-15.86837274,  78.71576828])"
7137,"KATZ, E","array([-0.14215451, 67.21693064])"
7138,"ZHUKOV, S","array([ 4.64712077, 75.80704954])"
7139,"SANTOS, OR","array([-46.08992783,  61.10586184])"
7140,"THOMAZ, MT","array([-46.76740056,  62.41908702])"
7141,"HAMMOU, A","array([-7.2870004, 55.3811804])"
7142,"NASSERI, F","array([ 21.10345878, 135.38104187])"
7143,"NAYERI, A","array([ 25.17323987, 140.1162968 ])"
7144,"GRUZBERG, IA","array([31.09797078, 81.5274549 ])"
7145,"KOU, SP","array([-10.04041397, 109.68235577])"
7146,"WANG, XB","array([ -8.1015944, 111.9915779])"
7147,"MATTONI, A","array([-33.67547085,  62.27893527])"
7148,"TROMBETTONI, A","array([-32.57377452,  61.65706347])"
7149,"SHI, YLMMD","array([-139.24193953,  -13.19273957])"
7150,"ZHANG, F","array([-140.54357609,  -11.38722773])"
7151,"GIULINI, D","array([-37.7274962 ,  58.44102625])"
7152,"HANSEN, RN","array([-40.24889557,  43.37017223])"
7153,"SORKIN, R","array([-134.16847089,  -27.08816426])"
7154,"SUDARSKY, D","array([-134.34471312,  -24.64936075])"
7155,"GALLOWAY, GJ","array([-60.44908968,  31.32729995])"
7156,"WITT, DM","array([-58.39629288,  31.88377938])"
7157,"WOOLGAR, E","array([-59.29492315,  33.14229046])"
7158,"CHARMOUSIS, C","array([-20.98844715,  51.64032237])"
7159,"FARCHIONI, F","array([-52.04563512,  90.06332818])"
7160,"POGREBKOV, AK","array([-203.26740549,   67.78528447])"
7161,"VLASOV, AY","array([112.69818843, -49.38584612])"
7162,"BENZVI, D","array([ 49.3182599 , 106.37509098])"
7163,"PUGLIESE, F","array([190.8578162 ,  42.78180539])"
7164,"VINOGRADOV, A","array([191.87938247,  44.74316343])"
7165,"HARA, Y","array([ 20.48920388, 113.06161023])"
7166,"ULYANOV, VV","array([109.41628662, 233.30439842])"
7167,"FUKUSHIMA, N","array([116.51962585, -91.74721703])"
7168,"REGNAULT, N","array([31.17217106, 83.32359554])"
7169,"LIMA, E","array([-2.43649468, 65.85964775])"
7170,"FOFFA, S","array([-21.98527886,  50.97683548])"
7171,"FLORES, GH","array([23.50755365, 48.99602001])"
7172,"GRILLO, N","array([ -94.09991293, -110.28389793])"
7173,"NAKAWAKI, Y","array([-55.89297927,  82.66634524])"
7174,"NELSON, A","array([ 1.70902744, 69.6306018 ])"
7175,"PAULINCAMPBELL, A","array([-1.80643984, 99.01819119])"
7176,"NIKISHOV, AI","array([-18.01226234, -87.88634725])"
7177,"LOEWY, A","array([-9.22504054, 85.71996093])"
7178,"MURATORI, B","array([-23.43473763,  91.12323117])"
7179,"SONG, JS","array([15.02179297, 86.90532097])"
7180,"HANNIBAL, L","array([150.9895918 ,  97.38413592])"
7181,"SANCHEZRUIZ, D","array([-23.7685072,  34.8570076])"
7182,"LLEDO, SFAMA","array([ 1.01278068, 52.2746462 ])"
7183,"FUCHS, E","array([-10.9854115 ,  84.56230993])"
7184,"SAMI, M","array([-28.71883554,  70.30676307])"
7185,"MEHRA, A","array([-28.92339108,  71.43985758])"
7186,"DIVAKARAN, PP","array([157.579836 , -24.7510576])"
7187,"SALMONS, S","array([  0.99206933, 107.82773125])"
7188,"KLISHEVICH, S","array([-46.10739663,  68.28186528])"
7189,"TAKAHASHI, K","array([  1.34174932, 282.06101544])"
7190,"IIDA, S","array([  3.01936363, 280.61402428])"
7191,"STRIGAZZI, P","array([12.27374426, 67.34907638])"
7192,"GOESNEGRAO, MS","array([-62.22907993,  34.65446738])"
7193,"PENNAFIRME, AB","array([-62.08176769,  33.20623969])"
7194,"MORAES, LMD","array([31.77344948, 64.04887806])"
7195,"REGINI, M","array([ 54.09524907, 219.55169719])"
7196,"KIM, BS","array([-16.71886771, 106.6548651 ])"
7197,"EKSTRAND, C","array([41.60783521, 39.91406459])"
7198,"PINDOR, M","array([-191.96923376,  156.22716838])"
7199,"DUBOVSKY, SL","array([-24.6504301 ,  33.77403925])"
7200,"GORBUNOV, DS","array([-25.63101238,  32.96111802])"
7201,"TOWNSEND, P","array([ 0.3439795 , 78.42055496])"
7202,"ZAMAKLAR, M","array([-1.37222795, 78.43465996])"
7203,"LAVIGNAC, S","array([-6.31381931, 55.33327944])"
7204,"KONDRASHUK, I","array([-173.79509678,  176.33202469])"
7205,"SASTRY, RR","array([172.4890299 ,  18.84481029])"
7206,"RIDOUT, D","array([27.7216609 , 72.26038763])"
7207,"SLUSARCZYK, M","array([139.18655387,  34.78304473])"
7208,"BAIN, P","array([10.51265422, 66.54565751])"
7209,"SCHMIDT, JR","array([171.76563359,  40.14419337])"
7210,"MARTINEZACOSTA, R","array([ 0.13630053, 61.92678608])"
7211,"SATI, H","array([-0.37571335, 61.18387778])"
7212,"ODA, S","array([-34.73808768,  84.12526531])"
7213,"RNO, JS","array([ 17.47195057, 101.47779894])"
7214,"CHAMBLIN, HA","array([-4.88019346, 45.64714803])"
7215,"KAJIURA, H","array([-14.60556448,  92.98833206])"
7216,"TOKUNAGA, T","array([ 3.81022116, 99.1429517 ])"
7217,"CHO, S","array([-0.75306568, 31.18088071])"
7218,"CATALDO, M","array([-82.67150972,  95.42890701])"
7219,"CABO, A","array([209.05747165,  71.3513547 ])"
7220,"AMEZAGA, A","array([209.35729167,  69.15870376])"
7221,"PINTER, G","array([1.04438938, 7.86091644])"
7222,"MILLER, SD","array([ 0.97448861, 82.13380692])"
7223,"KOUNEIHER, J","array([157.30263422, 166.24123565])"
7224,"NOACK, RM","array([ 51.14853622, 120.39108548])"
7225,"ARRIGONI, E","array([-85.98965501, -65.49926374])"
7226,"SALGADO, RB","array([-133.20733629,  219.67338438])"
7227,"PAURI, M","array([165.40480181, 145.23030376])"
7228,"VALLISNERI, M","array([166.32308992, 143.23054674])"
7229,"FEO, A","array([-79.1480324 ,  58.66266619])"
7230,"KIRCHNER, R","array([-79.81869816,  57.24975708])"
7231,"LUCKMANN, S","array([-78.50752394,  56.46950523])"
7232,"SPANDEREN, K","array([-78.28777274,  57.7068649 ])"
7233,"WESTPHALEN, J","array([-79.71775977,  56.03708534])"
7234,"WEISZ, P","array([30.16039632, 75.93822283])"
7235,"RINGWALD, A","array([ -72.95612008, -126.37001248])"
7236,"SCHREMPP, F","array([ -75.00233176, -125.49010361])"
7237,"ALEXANDER, S","array([-33.09585185,  63.44049753])"
7238,"PINEDA, A","array([ 6.78795649, 16.22866348])"
7239,"BOOS, E","array([-191.73063972,   49.39610173])"
7240,"WEINZIERL, S","array([134.45103229, 203.4382705 ])"
7241,"CULLEN, S","array([ 9.74865344, 78.19025571])"
7242,"MAXIMOV, AE","array([-218.55218554,   85.17466575])"
7243,"MIKHAILOV, SV","array([-216.89142364,   83.99970726])"
7244,"BASAGOITI, MAV","array([-162.80918624,  154.44625725])"
7245,"SINGER, MA","array([37.33110424, 80.34968311])"
7246,"HORMESS, M","array([-76.98026207,  33.24467661])"
7247,"CONTEDINI, M","array([-24.84029061, 121.05645138])"
7248,"HOYE, JS","array([-36.67903716, 111.00036723])"
7249,"BROUDER, C","array([ -34.88098958, -119.66380973])"
7250,"LING, Y","array([189.09925683, 138.75593272])"
7251,"SHIIKI, N","array([ 50.71140179, 140.61030723])"
7252,"GRANT, AK","array([ 1.10995103, 68.96529438])"
7253,"AKHMETSHIN, AA","array([-29.16078048,  98.91788607])"
7254,"VOLVOVSKI, YS","array([-28.91998951,  97.38898368])"
7255,"YI, X","array([ 14.89075099, 262.55207909])"
7256,"CAO, Y","array([ 17.13163939, 261.78578091])"
7257,"SHAN, L","array([ 17.77702158, 259.53278384])"
7258,"ZHU, D","array([ -3.49957406, 147.69380408])"
7259,"KORS, B","array([-13.01311894,  62.96647253])"
7260,"KALDASS, H","array([ 49.2694386 , 235.84023453])"
7261,"TELL, N","array([-33.47449208,  99.50430364])"
7262,"HOOF, KV","array([ 5.92300301, 61.53223286])"
7263,"BADAGNANI, D","array([-25.83674544,  80.54944393])"
7264,"WICKRAMASEKARA, S","array([ 49.66822424, 233.90880295])"
7265,"KIELANOWSKI, P","array([ 47.69924596, 233.53955834])"
7266,"SHAPIRO, I","array([-26.66999678,  78.57138438])"
7267,"ARMENDARIZPICON, C","array([-21.37218823,  68.23018899])"
7268,"PICKERING, AGM","array([ 6.03559297, 79.63982781])"
7269,"ENNES, I","array([  3.13996483, 106.58904849])"
7270,"SCHNITZER, H","array([  2.85367967, 107.74280908])"
7271,"GOMEZREINO, M","array([-11.37022086,  75.70243565])"
7272,"LANGLANDS, RP","array([ 24.32207947, 104.54958636])"
7273,"SAINTAUBIN, Y","array([ 24.62387066, 103.12147404])"
7274,"NATANZON, SM","array([ -61.86373494, -119.57555492])"
7275,"EVSLIN, J","array([ 7.65552675, 75.95225979])"
7276,"WANG, JE","array([ 6.95477398, 74.26070589])"
7277,"LEE, W","array([-8.21963646, 48.6614893 ])"
7278,"FU, L","array([-10.44962743, 158.35247147])"
7279,"JIA, G","array([-10.85888476, 156.34263311])"
7280,"VORONTSOVA, EG","array([138.78025957, 182.36455699])"
7281,"KAO, Y","array([ 4.39925276, 77.58625982])"
7282,"VAZQUEZPORITZ, JF","array([ 0.27656188, 58.7566863 ])"
7283,"C, J","array([ 8.42936302, 64.17117746])"
7284,"SPRADLIN, M","array([-15.64433135,  75.06531097])"
7285,"PARK, JS","array([-2.90503018, 97.99595184])"
7286,"NOBRE, FAS","array([41.30149709, 62.41494394])"
7287,"MOAYEDI, SK","array([ 15.16081361, 148.45124417])"
7288,"ULRYCH, S","array([105.42620161, 192.21947914])"
7289,"COHEN, A","array([-23.1918001,  55.2627435])"
7290,"BRINNE, B","array([-24.62370965,  50.91710893])"
7291,"HASLER, D","array([16.81055007, 70.33210206])"
7292,"LEITGEB, R","array([23.55132973, 78.85608444])"
7293,"DRUKKER, N","array([-1.04536996, 84.43882215])"
7294,"SHIGETOMI, K","array([115.89312062, 238.81311347])"
7295,"POGHOSSIAN, RH","array([132.50703502, 196.62559196])"
7296,"KUMAR, S","array([-34.51328816,  87.70647236])"
7297,"VORONOV, BL","array([-22.76773047, 118.59046927])"
7298,"KASTE, P","array([ 2.7536802 , 64.64513957])"
