# index, label, _pos
14821,"TCIBULEV, P","array([ 57.46312291, -18.01960956])"
14822,"VASILEV, EV","array([ 57.53477703, -18.36835799])"
14823,"ROMAN, P","array([ 73.13195753, -18.2639212 ])"
14824,"GUEST, S","array([ 73.80362547, -18.67557804])"
14825,"OTT, S","array([ 73.54996245, -18.37453218])"
14826,"ZHARIKOV, S","array([ 56.5916409, -39.1665511])"
14827,"BOONE, LM","array([ 62.1945261 , -35.83050214])"
14828,"HEILES, C","array([57.87385135, -7.1228473 ])"
14829,"NAGABHUSHANA, BS","array([ 12.66768608, -61.08763349])"
14830,"ANANTH, AV","array([ 13.80779073, -61.12234428])"
14831,"VENKATAKRISHNAN, P","array([ 13.27168331, -61.98336125])"
14832,"POLULYAKH, VP","array([  74.59157368, -235.73825108])"
14833,"BEAN, R","array([ 5.34303162e+01, -2.11811395e-02])"
14834,"DENNISON, B","array([ 75.47338723, -52.2059575 ])"
14835,"KROGH, K","array([ 235.49230467, -123.95142862])"
14836,"FAIRBAIRN, M","array([ 70.29338837, 160.88241705])"
14837,"GOMEZ, D","array([114.37036963, 164.7341919 ])"
14838,"RUDEN, SP","array([-105.52890756, -159.53253288])"
14839,"E, AA","array([124.92596505, 172.94388771])"
14840,"G, GV","array([125.85771256, 174.23053076])"
14841,"A, SA","array([126.50714912, 172.74410471])"
14842,"ALLAHVERDYAN, AE","array([65.95021553, -1.4488498 ])"
14843,"BORNE, K","array([57.2273426 , -9.98052368])"
14844,"WADA, LCK","array([230.50736469,  84.94413734])"
14845,"BATES, JA","array([ 30.17550941, -32.11516467])"
14846,"WHITMIRE, SE","array([ 36.86228391, -11.57390483])"
14847,"CHANAME, J","array([ 48.19711814, -13.55879706])"
14848,"GREGORI, G","array([ 79.87742715, -28.69308413])"
14849,"GOULD, AP","array([ 50.66275538, -26.016451  ])"
14850,"NARAY, PJD","array([ 71.87218476, -40.37268928])"
14851,"IAP, YM","array([ 75.58942423, -27.95161908])"
14852,"MPE, YI","array([ 75.05015069, -27.20341155])"
14853,"MARTOS, MA","array([ 80.56346224, -19.1992398 ])"
14854,"HAIGH, NJ","array([ 49.45286655, -46.26754814])"
14855,"KEMPER, F","array([ 54.84649406, -17.12378038])"
14856,"ZHANG, HL","array([-79.2675077 , 124.41171841])"
14857,"HAQUE, N","array([-77.86650098, 125.27573045])"
14858,"WESTIN, J","array([ 37.60562123, -25.04529841])"
14859,"MANCHADO, A","array([ 57.18579088, -23.68524356])"
14860,"MIRANDA, LF","array([ 61.30717326, -20.85640169])"
14861,"VAZQUEZ, R","array([ 66.46068584, -28.34846203])"
14862,"WISCONSINMADISON, RFGWU","array([ 54.99198574, -14.08433845])"
14863,"U, JH","array([ 52.94855665, -15.66695193])"
14864,"HOMEIER, N","array([ 54.19840895, -19.55501096])"
14865,"WISCONSINMADISON, AKU","array([ 53.22057023, -20.02175661])"
14866,"PARIJSKIJ, YN","array([ 79.57003442, -33.64576594])"
14867,"SOBOLEVA, NS","array([ 80.00895215, -33.89513775])"
14868,"TEMIROVA, AV","array([ 80.06757841, -33.40914846])"
14869,"PROMISLOV, VG","array([ 83.49481706, -19.20010847])"
14870,"ALAKOZ, AV","array([ 83.79756506, -19.95770274])"
14871,"WINNBERG, A","array([ 83.25066481, -19.72883182])"
14872,"BERTHOMIEU, JPAG","array([ 16.62944536, -30.04121486])"
14873,"NOEVER, DA","array([ 63.10384538, -62.22534593])"
14874,"PHILLIPS, JA","array([ 63.2633361 , -62.91691228])"
14875,"JERMAN, G","array([ 62.49444903, -62.76813371])"
14876,"MYSZKA, E","array([ 64.00851466, -62.2721136 ])"
14877,"MENNICKENT, RE","array([ 46.50436919, -27.05363765])"
14878,"GIEREN, W","array([ 38.51342457, -32.35973503])"
14879,"UNDA, E","array([ 39.08033896, -33.01025773])"
14880,"SUBR, L","array([ 17.97729801, -44.54907269])"
14881,"SHARINA, ME","array([ 49.94091894, -24.05707941])"
14882,"KARACHENTSEVA, VE","array([ 54.94722036, -26.32821472])"
14883,"SEIBERT, M","array([ 39.64359357, -52.1882646 ])"
14884,"ARTYMOWICZ, P","array([ 38.95305578, -51.77269135])"
14885,"MANDOLESI, R","array([ 69.84368317, -19.73675118])"
14886,"HENRY, T","array([ 37.2596513 , -27.25574761])"
14887,"FRANZ, O","array([ 36.86938159, -26.97215812])"
14888,"WASSERMAN, L","array([ 37.5178301 , -26.81040455])"
14889,"MOLENDI, SDGS","array([-51.19261554, 134.89276953])"
14890,"VARADI, F","array([ 14.56525889, -35.33044976])"
14891,"BERTELLO, L","array([ 15.25640779, -36.02499037])"
14892,"HENNEY, CJ","array([ 14.36311233, -36.30554433])"
14893,"SAJINA, A","array([ 68.63531725, -20.38190786])"
14894,"KOLOTILOV, EA","array([ 48.14875964, -17.43706507])"
14895,"IBRAGIMOV, MA","array([ 46.92133904, -18.66526852])"
14896,"MCKINNON, WB","array([40.28033992, -3.56065669])"
14897,"EKERS, J","array([ 69.64241471, -34.16175521])"
14898,"BADIA, F","array([ 70.13341021, -34.46567296])"
14899,"HIGDON, J","array([ 66.13916691, -38.02238176])"
14900,"GASTAUD, GBR","array([ 85.68745688, -25.02934765])"
14901,"PULS, J","array([ 41.42505289, -24.00376001])"
14902,"LENNON, DJ","array([ 42.8306345 , -24.53860955])"
14903,"NAJARRO, E","array([ 42.50268233, -24.27411913])"
14904,"HERRERO, A","array([ 37.37210081, -25.50843892])"
14905,"PANCHENKO, I","array([ 75.69909306, 183.79481915])"
14906,"CLAESKENS, JF","array([ 85.78653523, -13.91600216])"
14907,"POSPIESZALSKASURDEJ, A","array([ 85.65773645, -14.8173844 ])"
14908,"DETAL, A","array([ 84.75914569, -13.3711669 ])"
14909,"LIVNE, E","array([-44.54583567, 125.12711468])"
14910,"RAKOWSKI, CE","array([ 79.5891813, -38.7986225])"
14911,"NENKOVA, M","array([ 72.29301016, -17.92478263])"
14912,"STEPHEN, JB","array([ 69.0467574 , -41.66144344])"
14913,"GONZALEZSERRANO, SFSJI","array([270.00610537,  32.3173278 ])"
14914,"GOU, LJ","array([ 97.00629204, -21.31141467])"
14915,"CARETTA, CA","array([ 60.14721651, -11.90189782])"
14916,"NEWCOMB, MG","array([63.05127819, -6.79543478])"
14917,"ALVAREZ, DL","array([63.86813749, -6.90918945])"
14918,"CANTALUPO, CM","array([62.81238995, -6.31137806])"
14919,"MORGAN, D","array([62.45150893, -6.68764566])"
14920,"MILLER, KW","array([63.90871485, -6.45262047])"
14921,"PERNIC, D","array([63.31126223, -7.16367594])"
14922,"THOMA, M","array([63.41551178, -6.42792866])"
14923,"PINTO, P","array([ 31.11835752, -42.21976974])"
14924,"JAYARAJAN, AP","array([ 14.85762849, -61.07461291])"
14925,"RAJAMOHON, R","array([ 13.59697964, -59.05063997])"
14926,"RAO, PV","array([ 13.22362442, -60.13424072])"
14927,"SUNDER, GS","array([ 14.13094703, -59.9025782 ])"
14928,"SWAMINATHAN, R","array([ 12.40121009, -59.83411911])"
14929,"LOKANADHAM, B","array([ 12.7042421 , -58.90974914])"
14930,"MORAN, CKJ","array([ 45.8531493 , -41.85489267])"
14931,"CHAVARRIA, C","array([ 54.19123154, -34.74328853])"
14932,"KNEER, R","array([ 54.4650699 , -35.07779635])"
14933,"SOLANO, E","array([ 59.40765876, -48.24669223])"
14934,"BARBERO, J","array([ 60.07719525, -48.73815648])"
14935,"TALAVERA, A","array([ 59.99658098, -49.15452309])"
14936,"STENHOLM, B","array([ 41.58803736, -17.08916783])"
14937,"PODARIU, S","array([67.11208183, -4.9727012 ])"
14938,"DOUVION, T","array([ 79.44615835, -17.06546468])"
14939,"KARINO, S","array([ 49.50287791, -59.61288552])"
14940,"ZACKRISSON, E","array([66.78591565, -9.74690132])"
14941,"SINNIS, C","array([ 63.34412398, -53.50111721])"
14942,"GORKAVYI, N","array([ 90.9518923 , -20.32953101])"
14943,"OZERNOY, L","array([ 90.91940073, -19.44370638])"
14944,"MATHER, J","array([ 90.48096711, -18.69275683])"
14945,"UGLESICH, R","array([ 50.22316499, -29.84193196])"
14946,"WESSOLOWSKI, U","array([ 62.36106432, -51.42369143])"
14947,"GAO, W","array([ 74.82169573, -25.35833911])"
14948,"ZHANG, Z","array([ 75.34579047, -26.17794236])"
14949,"MARTOCCHIA, A","array([ 17.81784686, -43.55765876])"
14950,"ROMATRE, GMU","array([ 16.94189478, -44.05816997])"
14951,"MAIA, JMF","array([24.97307975, -4.74130221])"
14952,"OBATA, T","array([ 33.11593901, -58.25922544])"
14953,"MARTINS, PJ","array([55.74111435,  6.8148268 ])"
14954,"SALVINO, M","array([ 86.43437465, -68.19889007])"
14955,"WINSTANLEY, E","array([ 17.42233925, -22.04838949])"
14956,"ELZE, H","array([ 86.78662029, -29.19574633])"
14957,"BUCKLEY, K","array([26.08846455,  0.99708327])"
14958,"FUGLEBERG, T","array([25.33690266,  0.38446652])"
14959,"ALFORD, M","array([251.9617028 , -92.34968779])"
14960,"BERGES, J","array([253.25674656, -91.47061413])"
14961,"BUSZA, W","array([  0.7468378, -24.6677931])"
14962,"JAFFE, RL","array([  0.1754433 , -23.81987397])"
14963,"SANDWEISS, J","array([  0.97025444, -23.18301471])"
14964,"CONSOLI, M","array([-36.48501442, 138.38842747])"
14965,"SIRINGO, F","array([-36.79464788, 139.95753618])"
14966,"SOLA, J","array([ 90.19187524, -34.5710077 ])"
14967,"CAI, MJ","array([ 22.49996582, -16.09949057])"
14968,"MATSUZAKI, M","array([247.58964974,  23.97524626])"
14969,"QUERCI, FR","array([ -46.06675264, -196.7454435 ])"
14970,"QUERCI, M","array([ -47.22780867, -197.78807355])"
14971,"XILOURIS, K","array([ 72.58427331, -42.02870145])"
14972,"VAZQUEZ, A","array([ 73.06071929, -41.87295495])"
14973,"INAM, SC","array([ 64.15053481, -64.85210768])"
14974,"DIAZ, R","array([ 65.274066  , -27.80943703])"
14975,"CARRANZA, G","array([ 65.95566861, -26.90531479])"
14976,"EDMONDS, P","array([ 48.58670651, -40.42207877])"
14977,"BUTLER, D","array([ 68.33248038, -21.15546824])"
14978,"KALASHEV, OE","array([ 25.16875576, -12.16437976])"
14979,"KAUFMANN, R","array([17.48010369,  0.68870532])"
14980,"GAZOL, A","array([ 45.42535773, -14.55907534])"
14981,"ROTHBERG, B","array([ 74.89155573, -17.17007747])"
14982,"HALL, MJ","array([ 77.33684331, -19.94170159])"
14983,"SAWICKI, IL","array([ 77.49230486, -20.52782436])"
14984,"KERR, T","array([ 71.35360027, -29.62160426])"
14985,"CONN, BC","array([ 41.38338103, -22.70902224])"
14986,"HENG, IS","array([ 76.74097295, -59.76860226])"
14987,"OTOOLE, SJ","array([ 31.91772813, -28.69106297])"
14988,"TEIXEIRA, TC","array([ 32.51238792, -28.65266062])"
14989,"JACOB, AP","array([ 37.00918959, -37.02702432])"
14990,"SCHOLZ, M","array([ 39.04858127, -44.34313239])"
14991,"KAWAGUCHI, K","array([ 97.68712582, -35.09264515])"
14992,"RIDGWAY, ST","array([ 97.79043588, -34.05376279])"
14993,"VIARD, E","array([ 71.41277641, -10.04459999])"
14994,"DELPLANCKE, F","array([ 71.53823959, -10.51998605])"
14995,"SARRUBBI, T","array([ 49.17771553, -14.3783744 ])"
14996,"BILLINGTON, I","array([ 42.65425049, -46.05398658])"
14997,"PARFENOV, CV","array([ 96.2801446 , -44.24879364])"
14998,"LEWIS, MJ","array([ 38.33174458, -43.53925522])"
14999,"BLUHM, H","array([ 40.37475741, -34.65414902])"
15000,"MARGGRAF, O","array([ 40.00061704, -34.43272588])"
15001,"BLAYLOCK, M","array([ 41.58058061, -40.84733688])"
15002,"CORRADI, RML","array([ 40.89805904, -30.78619312])"
15003,"PERINOTTO, AMM","array([ 40.53281878, -30.41786592])"
15004,"SETO, O","array([ 31.10207721, -29.20868992])"
15005,"KODAMA, H","array([ 31.60081511, -30.17864136])"
15006,"TERADA, H","array([ 71.25493528, -45.118937  ])"
15007,"BAMBA, A","array([ 65.34579551, -50.65043148])"
15008,"HERNANDEZMONTEAGUDO, C","array([67.10171717, -4.23057308])"
15009,"AHN, E","array([ 57.06545407, -51.79407178])"
15010,"MEDINATANCO, G","array([ 57.10787952, -51.35163468])"
15011,"WARDZINSKI, G","array([ 65.03643313, -56.42247969])"
15012,"G, D","array([90.18891149,  2.81317878])"
15013,"PFAHL, ED","array([ 50.33543535, -58.53917739])"
15014,"JOO, J","array([ 35.98980404, -41.21462287])"
15015,"SOHN, Y","array([ 36.54533194, -41.45210198])"
15016,"WALKER, A","array([ 35.98955998, -40.70917215])"
15017,"NAKASHIMA, J","array([ 69.77085744, -64.79553691])"
15018,"SADAKANE, K","array([ 70.86748967, -64.36304561])"
15019,"NAKADA, Y","array([ 70.50775442, -65.00394278])"
15020,"LANE, WM","array([ 70.10153248, -18.39377966])"
15021,"ABUZAYYAD, T","array([ 60.45389618, -53.83272338])"
15022,"BELOV, K","array([ 60.39317438, -54.13896253])"
15023,"BIRD, DJ","array([ 59.89197373, -54.57209881])"
15024,"BOYER, J","array([ 58.86949752, -54.23454072])"
15025,"CHEN, GF","array([ 60.06513264, -53.76766968])"
15026,"GIBBS, KG","array([ 60.64393699, -53.50293071])"
15027,"HO, Y","array([ 59.58257937, -53.56865591])"
15028,"HUANG, A","array([ 59.85363573, -53.34144792])"
15029,"JUI, CC","array([ 59.37409423, -53.99208802])"
15030,"KIDD, MJ","array([ 58.95893291, -53.90817331])"
15031,"KNAPP, BC","array([ 59.74519584, -53.90010585])"
15032,"MANNEL, EJ","array([ 60.7622422 , -54.17655129])"
15033,"MATTHEWS, JN","array([ 59.49649997, -54.60606744])"
15034,"NITZ, DF","array([ 60.92473858, -53.79873345])"
15035,"TANG, JKK","array([ 61.09381165, -54.10193639])"
15036,"WIENCKE, LR","array([ 59.24560843, -54.30910117])"
15037,"WILKINSON, CR","array([ 60.19659444, -54.45030643])"
15038,"ZHANG, XZ","array([ 60.26380229, -53.40249717])"
15039,"GRILLMAIR, LLSCJ","array([ 64.68316179, -25.09821581])"
15040,"ALOY, M","array([ 49.6626413, -42.0046391])"
15041,"AMATO, E","array([ 74.31420383, -48.8043809 ])"
15042,"WOLTJER, L","array([ 74.74618479, -48.55689139])"
15043,"OTSUKI, K","array([ 34.73062745, -45.33360586])"
15044,"TAGOSHI, H","array([ 36.65169009, -46.30440295])"
15045,"RAEDLER, KH","array([ 57.48090672, -64.99853082])"
15046,"STODOLSKY, L","array([101.02606706, 156.16269375])"
15047,"MOORE, A","array([ 76.68692894, -13.95144083])"
15048,"TILLEMAN, T","array([ 77.10105483, -13.66371676])"
15049,"ZOJCHESKI, G","array([ 66.20338125, -50.12215573])"
15050,"CERF, C","array([ 38.17401293, -11.85757717])"
15051,"KUEMMEL, MW","array([ 77.64151234, -43.68948305])"
15052,"LEWIS, A","array([ 82.25320454, -18.03193486])"
15053,"ARGAST, D","array([ 45.38440906, -24.99308503])"
15054,"SAMLAND, M","array([ 45.33213741, -24.61189439])"
15055,"DULLIGHAN, A","array([ 60.17855107, -22.78306959])"
15056,"BONANOS, A","array([ 59.15835049, -22.46433398])"
15057,"CNPQOBSERVATORIO, LDCA","array([ 72.13391438, -11.73386233])"
15058,"BUSHOUSE, HA","array([ 54.8768461 , -20.01076668])"
15059,"KENNICUTT, WLFRC","array([ 54.04248974, -25.74337591])"
15060,"WHITING, MT","array([ 75.77044061, -34.46395461])"
15061,"BARTUNOV, O","array([ 47.96692642, -34.83388233])"
15062,"MACCIO, A","array([64.9229144 , -1.73939011])"
15063,"SAFONOVA, MV","array([ 57.16241591, 162.48220054])"
15064,"NICE, D","array([ 59.97199819, -62.45710129])"
15065,"THORSETT, S","array([ 60.7829685 , -62.59745941])"
15066,"LITTLEFAIR, SP","array([ 46.9753985 , -39.91804761])"
15067,"GAY, P","array([ 30.96160277, -20.22864429])"
15068,"EDWARDS, RT","array([-108.28868079,   42.14308442])"
15069,"SOMER, A","array([238.19735634,  19.45581527])"
15070,"MACCARONE, T","array([ 70.71351051, -56.22017233])"
15071,"SCHWARZ, D","array([27.7333943 , 10.81947473])"
15072,"CASASSUS, S","array([ 71.96279333, -15.04695531])"
15073,"ROCHE, PF","array([65.68840831, -7.42382196])"
15074,"LILLY, DCS","array([264.2668821 , -29.51891451])"
15075,"FREIRE, P","array([ 71.55188227, -50.23926085])"
15076,"BARRETT, RK","array([232.28867416,  63.71585225])"
15077,"CLARKSON, CA","array([233.88329702,  63.7544344 ])"
15078,"WOOD, KS","array([ 56.27538447, -51.05012868])"
15079,"FRITZ, G","array([ 55.55592359, -50.73468839])"
15080,"KOWALSKI, M","array([ 56.18969228, -51.41598671])"
15081,"LOVELLETTE, MN","array([ 56.44349086, -50.76103545])"
15082,"WOLFF, MT","array([ 56.81594967, -50.94961489])"
15083,"REILLY, K","array([ 56.61393359, -51.29641011])"
15084,"PARKINSON, PS","array([ 56.76597672, -50.51992762])"
15085,"MICHELSON, P","array([ 56.29489522, -50.39527241])"
15086,"BEALL, J","array([ 55.86762255, -50.39771271])"
15087,"LIU, JF","array([ 76.96946374, -23.81364643])"
15088,"HAN, BZJL","array([ 83.58709859, -22.78899437])"
15089,"HEARTY, T","array([ 47.69809579, -38.12730285])"
15090,"FERNANDEZ, M","array([ 52.13643439, -32.61512275])"
15091,"HAMBARYAN, V","array([ 47.64699915, -37.27898795])"
15092,"TOMIMURA, N","array([ 221.64001289, -116.51423736])"
15093,"CAMPOS, MD","array([ 222.38445938, -118.0130777 ])"
15094,"NOGALES, JA","array([ 220.720014  , -117.75825633])"
15095,"DURDA, DD","array([40.17155886, -4.26774119])"
15096,"AKYLAS, A","array([ 75.0057263 , -17.95813712])"
15097,"FOUCHET, T","array([56.94712426, -6.75703857])"
15098,"LELLOUCH, E","array([56.52985483, -7.22629315])"
15099,"BUDINI, G","array([ 66.27867924, -41.53951998])"
15100,"COCCO, V","array([ 66.71393583, -40.51602339])"
15101,"LABANTI, C","array([ 66.27100321, -41.83028567])"
15102,"LONGO, F","array([ 66.63158846, -41.44290294])"
15103,"MORELLI, E","array([ 65.9383568 , -41.57890415])"
15104,"PEROTTI, F","array([ 67.09361932, -41.05182633])"
15105,"PREST, M","array([ 65.93231305, -41.95910853])"
15106,"SOLI, L","array([ 65.99800204, -41.27829416])"
15107,"VALLAZZA, E","array([ 66.87376627, -40.83462764])"
15108,"BEZARD, B","array([57.08230705, -7.25319122])"
15109,"ENCRENAZ, T","array([56.44585981, -6.65890562])"
15110,"DROSSART, P","array([56.06583285, -7.12253722])"
15111,"RAMACHERS, Y","array([-105.93650473, -134.36616798])"
15112,"NEDIALKOV, P","array([-101.04828679, -172.19222581])"
15113,"VELTCHEV, T","array([-101.63674931, -173.63888475])"
15114,"GWINN, C","array([ 67.75454196, -54.2957025 ])"
15115,"MCCULLOCH, P","array([ 67.99111659, -47.55995919])"
15116,"MOFFET, D","array([ 67.3022533, -54.6188347])"
15117,"FUER, SMVM","array([ 42.42819181, -36.74879868])"
15118,"STAIRS, I","array([ 64.9744542 , -49.23828355])"
15119,"LEEBER, DM","array([ 37.17724052, -32.14461728])"
15120,"TOMIMURA, NA","array([ 223.77947088, -119.0624454 ])"
15121,"ZHANG, CM","array([215.717185  ,  91.27132391])"
15122,"VERKHODANOV, VO","array([ 75.57930111, -40.38300008])"
15123,"BERSTEIN, G","array([ 65.36445846, -26.76483431])"
15124,"N, ELM","array([ 52.68796302, -39.70216863])"
15125,"WIZINOWICH, PL","array([ 51.60350733, -38.58222484])"
15126,"ALAM, SMK","array([ 41.97650193, -32.74882212])"
15127,"MACHIDA, M","array([ 57.97700207, -55.40883204])"
15128,"CROCKER, RM","array([ 65.71492983, -64.21121424])"
15129,"PARODI, BR","array([ 51.97335204, -18.19754408])"
15130,"TAYLOR, ABPGB","array([-23.11307328, 147.33961601])"
15131,"RODRIGUEZGIL, P","array([ 44.97608676, -46.3863676 ])"
15132,"MARTINEZPAIS, IG","array([ 45.25695736, -46.87217271])"
15133,"PANUZZO, P","array([ 71.62365838, -20.70365301])"
15134,"WU, XJ","array([ 76.46573821, -23.94829757])"
15135,"KAPUSTA, J","array([-111.05894161,   48.27477872])"
15136,"GREENHOUSE, MA","array([ 55.68557687, -20.37590869])"
15137,"BRADFORD, CM","array([ 55.39835544, -21.31121115])"
15138,"BRAUHER, JR","array([ 55.88528685, -20.70932239])"
15139,"MELNICK, G","array([ 56.37923477, -20.88201225])"
15140,"HARVEY, V","array([ 55.8510138 , -20.02605016])"
15141,"SUTER, JP","array([ 55.66931049, -21.4776998 ])"
15142,"STRELNITSKI, V","array([ 56.38360951, -21.2054168 ])"
15143,"PENNY, A","array([ 46.74583157, -44.32675723])"
15144,"JAMES, D","array([ 47.30575228, -44.19110748])"
15145,"MORRIS, D","array([ 67.07981749, -50.12318364])"
15146,"MCKAY, N","array([ 66.81040955, -52.88370841])"
15147,"SHEPPARD, D","array([ 67.27382083, -52.71799765])"
15148,"KONG, X","array([ 66.04416343, -36.05462409])"
15149,"ROSSI, P","array([ 83.38112032, -39.75562519])"
15150,"SACCHI, A","array([ 44.31171041, -46.25227848])"
15151,"SIGURDSON, K","array([64.97562125, -6.40945628])"
15152,"MATSUBARA, BSKY","array([ 53.52554083, -40.43218518])"
15153,"FABRICANT, DG","array([ 63.63789376, -30.40361274])"
15154,"DIOLAITI, E","array([52.38714523, -9.83415501])"
15155,"BENDINELLI, O","array([52.91166538, -9.130071  ])"
15156,"BONACCINI, D","array([52.46173851, -9.32195528])"
15157,"CLOSE, L","array([50.016176  , -7.60891376])"
15158,"CURRIE, D","array([49.51263677, -8.04159094])"
15159,"WATKINS, NW","array([ 83.12368858, -29.39472042])"
15160,"ROWLANDS, G","array([ 83.21212274, -25.33121453])"
15161,"HOUDASHELT, M","array([ 51.04545257, -15.51390038])"
15162,"SCHOLBERG, K","array([182.17440208, 105.56645779])"
15163,"GEBHARDT, CKK","array([-51.4835264, 111.1576435])"
15164,"LANZ, TM","array([ 49.60059329, -29.14905685])"
15165,"LAMBERT, H","array([ 149.04515727, -209.05804841])"
15166,"RICKETT, B","array([ 150.74063547, -209.43608584])"
15167,"COLES, B","array([ 152.00641014, -210.52511939])"
15168,"MARKKANEN, J","array([ 152.3806849 , -209.02191674])"
15169,"ROBERTSON, BE","array([ 71.24597521, -18.47232501])"
15170,"TSUBOI, Y","array([ 63.35664912, -56.21842546])"
15171,"GROSSO, N","array([ 62.93149393, -55.87834923])"
15172,"JEONG, J","array([ 49.33588644, -55.2179939 ])"
15173,"PONMAN, TP","array([ 74.73410224, -32.94732495])"
15174,"BAUTZ, M","array([ 73.35538924, -32.74099951])"
15175,"CAMERON, RA","array([ 74.52747877, -32.57037967])"
15176,"VIRANI, SN","array([ 75.29412802, -34.32237793])"
15177,"VRTILEK, J","array([ 73.93674792, -33.25223387])"
15178,"WING, RF","array([ 45.11280892, -22.23133676])"
15179,"LECAR, M","array([ 42.32397358, -16.38242474])"
15180,"FREIRE, PC","array([ 71.06522138, -50.29934625])"
15181,"VAINSHTEIN, SI","array([ 24.50914603, -18.96523167])"
15182,"BOND, I","array([ 54.29441805, -43.99713633])"
15183,"BUDDING, E","array([ 54.45329711, -43.67426269])"
15184,"DANIEL, A","array([ 54.89691191, -44.32374008])"
15185,"DOBCSANYI, P","array([ 55.21810679, -44.27837026])"
15186,"FUJII, H","array([ 54.18214929, -43.53552425])"
15187,"FUJII, Z","array([ 53.89023985, -44.11932608])"
15188,"HEARNSHAW, J","array([ 54.07083794, -44.7235069 ])"
15189,"KASAHARA, K","array([ 54.20864554, -44.33542305])"
15190,"KILMARTIN, P","array([ 53.86137961, -44.41459992])"
15191,"LAURENCE, S","array([ 54.65686326, -44.05228068])"
15192,"NANKIVELL, G","array([ 54.00802106, -43.79764745])"
15193,"RATTENBURY, N","array([ 54.80349638, -43.73652245])"
15194,"RUMSEY, N","array([ 54.99756565, -44.02654544])"
15195,"SULLIVAN, D","array([ 54.80146425, -44.65098634])"
15196,"TSAI, C","array([ 54.43281163, -44.70640369])"
15197,"ABRASSART, A","array([ 48.95159343, -52.47281684])"
15198,"MERMILLIOD, J","array([ 40.84955616, -13.95922461])"
15199,"FRANZETTI, P","array([ 72.84370134, -26.46539884])"
15200,"COBLE, KA","array([ 88.95863717, 179.95274306])"
15201,"PADMANABHAN, N","array([ 52.3128349 , -18.92815445])"
15202,"HYUNG, S","array([ 27.73996384, -45.48556619])"
15203,"RAYNER, D","array([ 73.88561466, -39.54454613])"
15204,"ASGEKAR, A","array([ 89.69450666, -43.61804774])"
15205,"COLPI, SZM","array([ 62.0167461 , -54.68290261])"
15206,"MORONI, PGP","array([ 39.70936285, -25.07023615])"
15207,"MANNING, C","array([ 72.2054424 , -26.48898987])"
15208,"DEGASPERIS, G","array([ 64.36487632, -13.70099863])"
15209,"TROIA, GD","array([ 64.64463972, -14.06015471])"
15210,"FARESE, P","array([ 63.40485353, -14.16419814])"
15211,"GIACOMETTI, M","array([ 63.73238468, -14.45865813])"
15212,"IACOANGELI, A","array([ 64.74351699, -14.39398876])"
15213,"MIGLIO, L","array([ 64.30689723, -14.10537429])"
15214,"MONTROY, T","array([ 64.47935372, -14.65313378])"
15215,"PIACENTINI, F","array([ 64.27444349, -14.43828822])"
15216,"SCARAMUZZI, F","array([ 63.98837195, -14.22510356])"
15217,"BRUXELLES, NMVLD","array([ 37.06775581, -27.73016174])"
15218,"BESKIN, G","array([ 37.39400399, -12.76177999])"
15219,"BARNSTEDT, MGJ","array([ 40.01122987, -31.95586301])"
15220,"ARTUSA, R","array([ 65.47547808, -13.7431693 ])"
15221,"FARESE, PC","array([ 65.08909686, -13.59074754])"
15222,"GIACOMMETTI, M","array([ 65.86315871, -13.83791934])"
15223,"MASON, PV","array([ 65.53816745, -14.14237893])"
15224,"BARTEL, N","array([ 76.87152929, -37.17104798])"
15225,"CAPELATO, H","array([ 76.4818251 , -22.57609454])"
15226,"UMETSU, K","array([ 75.94805242, -45.14962173])"
15227,"BRUSCOLI, M","array([ 69.22516804, -14.59305894])"
15228,"HONY, S","array([ 50.33531501, -14.8715672 ])"
15229,"ZAAL, PA","array([ 50.47436226, -15.50571113])"
15230,"MARLBOROUGH, JM","array([ 50.10889631, -15.28845954])"
15231,"MILLAR, CE","array([ 50.69356095, -14.53061724])"
15232,"CASSE, F","array([221.99735607,  41.21989549])"
15233,"REEVES, JN","array([ 73.54593231, -37.72580631])"
15234,"POUNDS, K","array([ 73.51795496, -38.11828827])"
15235,"CAMILO, FM","array([ 69.70982137, -49.48691286])"
15236,"WHITEHOUSE, SB","array([265.36719985,  23.61224616])"
15237,"DAVIS, R","array([ 35.29936157, -36.99149593])"
15238,"BECKWITH, ANMRMSVW","array([-125.83579747,  -19.7891278 ])"
15239,"PEACOCK, T","array([ 65.00222935, -35.47355735])"
15240,"COURVOISIER, T","array([ 64.37275812, -35.23687228])"
15241,"MALAGUTI, P","array([ 64.65869732, -35.44067095])"
15242,"SCHMITT, J","array([ 64.96513284, -35.18843435])"
15243,"APPS, SSVGWMRPBK","array([ -1.94779349, 171.44409992])"
15244,"YUAN, Y","array([ 41.73075499, -31.80927603])"
15245,"STOUTBATALHA, NM","array([ 140.64576973, -190.26634237])"
15246,"BATALHA, CC","array([ 142.14468327, -190.80067928])"
15247,"BASRI, GS","array([ 141.8549528 , -189.24293904])"
15248,"TOSAKI, T","array([ 46.86091377, -56.98567153])"
15249,"KUNO, N","array([ 47.23129157, -56.48186459])"
15250,"MINITTI, D","array([ 67.69916487, -19.97250616])"
15251,"MILLS, A","array([ 39.71932092, -38.35063116])"
15252,"BRIDGMAN, T","array([ 68.87768779, -46.5839757 ])"
15253,"SHAKURA, N","array([ 67.94990546, -52.14945788])"
15254,"RISSE, P","array([ 67.77938532, -52.51923604])"
